split,f1_score,roc_auc,auprc
432,0.3076923076923077,0.9576271186440678,0.7595887445887445
433,0.5555555555555556,0.9525423728813559,0.6696961371961372
434,0.625,0.9661016949152542,0.812012987012987
435,0.5882352941176471,0.9745762711864406,0.8567704517704516
436,0.3333333333333333,0.9694915254237289,0.807008547008547
437,0.46153846153846156,0.9694915254237289,0.8270634920634921
438,0.625,0.9762711864406779,0.8410958485958485
439,0.5882352941176471,0.9694915254237287,0.7998656898656898
440,0.625,0.9661016949152542,0.7919580419580419
441,0.6666666666666666,0.9559322033898305,0.6967748917748917
442,0.6666666666666666,0.947457627118644,0.6978603259485612
443,0.7368421052631579,0.9864406779661017,0.9183658008658008
444,0.5882352941176471,0.976271186440678,0.856129426129426
445,0.625,0.9898305084745763,0.9263455988455987
446,0.6666666666666666,0.9898305084745763,0.9476301476301475
447,0.5714285714285714,0.9915254237288136,0.9614285714285714
448,0.625,0.988135593220339,0.9187698412698412
449,0.18181818181818182,0.964406779661017,0.815952380952381
450,0.42857142857142855,0.9813559322033899,0.8591777666777667
451,0.3333333333333333,0.9966101694915255,0.9809090909090908
452,0.5714285714285714,0.9728813559322034,0.8520085470085469
453,0.6,0.9440677966101695,0.6499908424908425
454,0.5882352941176471,0.9677966101694915,0.82505328005328
455,0.8,0.9627118644067797,0.8057142857142857
456,0.18181818181818182,0.9762711864406779,0.8734371184371184
457,0.5333333333333333,0.976271186440678,0.856129426129426
458,0.3076923076923077,0.9559322033898305,0.7127669552669552
459,0.3333333333333333,0.9864406779661017,0.9283119658119657
460,0.7272727272727273,0.9525423728813559,0.679057609057609
461,0.5333333333333333,0.9779661016949153,0.868034188034188
462,0.46153846153846156,0.9915254237288136,0.9430122655122654
463,0.3333333333333333,0.9677966101694916,0.8386111111111111
464,0.5555555555555556,0.9474576271186441,0.6791033966033966
465,0.42857142857142855,0.9694915254237289,0.7996503496503495
466,0.3076923076923077,0.964406779661017,0.7836247086247086
467,0.7272727272727273,0.9559322033898305,0.7349891774891775
468,0.42857142857142855,0.971186440677966,0.8341514041514041
469,0.5555555555555556,0.9423728813559322,0.6430551311433664
470,0.7,0.9525423728813559,0.7263127069009421
471,0.7272727272727273,0.9508474576271186,0.7258982683982683
472,0.6666666666666666,0.983050847457627,0.8979292929292929
473,0.42857142857142855,0.9830508474576272,0.8841777666777667
474,0.5555555555555556,0.9525423728813559,0.6855434761317114
475,0.5333333333333333,0.9661016949152542,0.7687301587301587
476,0.46153846153846156,0.9932203389830508,0.9669230769230769
477,0.7619047619047619,0.9677966101694916,0.7994122544122544
478,0.5882352941176471,0.9593220338983051,0.7484920634920633
479,0.625,0.9813559322033898,0.8812626262626262
480,0.5555555555555556,0.9576271186440678,0.720108225108225
481,0.782608695652174,0.9542372881355932,0.7242957042957041
482,0.625,0.9864406779661017,0.8813455988455987
483,0.42857142857142855,0.9796610169491525,0.8718650793650793
